0	80
1	75
2	80
3	73
4	37
5	81
6	86
7	86
8	65
9	101
10	76
11	93
12	75
13	92
14	83
15	81
16	70
17	77
18	74
19	87
20	65
21	66
22	90
23	87
24	80
25	80
26	79
27	71
28	80
29	74
30	60
31	96
32	67
33	78
34	75
35	87
36	76
37	80
38	85
39	110
40	77
41	94
42	68
43	82
44	74
45	97
46	71
47	84
48	75
49	92
50	81
51	55
52	76
53	96
54	62
55	83
56	68
57	74
58	80
59	70
60	73
61	124
62	97
63	73
64	62
65	69
66	98
67	79
68	81
69	75
70	61
71	80
72	78
73	99
74	88
75	72
76	70
77	86
78	94
79	75
80	83
81	84
82	76
83	65
84	79
85	75
86	76
87	98
88	92
89	66
90	86
91	79
92	86
93	90
94	87
95	80
96	76
97	83
98	83
99	88
100	89
101	82
102	76
103	75
104	79
105	68
106	79
107	71
108	68
109	89
110	82
111	87
112	86
113	89
114	62
115	95
116	68
117	70
118	67
119	79
120	79
121	70
122	70
123	66
124	85
125	75
126	107
127	69
128	77
129	75
130	133
131	84
132	92
133	65
134	73
135	89
136	77
137	75
138	89
139	76
140	144
141	67
142	80
143	85
144	78
145	90
146	91
147	89
148	95
149	81
150	62
151	83
152	85
153	57
154	75
155	84
156	84
157	86
158	68
159	95
160	74
161	73
162	72
163	137
164	61
165	88
166	68
167	74
168	83
169	75
170	70
171	134
172	92
173	81
174	81
175	62
176	92
177	76
178	80
179	76
180	70
181	91
182	95
183	72
184	81
185	74
186	94
187	83
188	85
189	70
190	82
191	82
192	81
193	72
194	62
195	78
196	86
197	92
198	86
199	79
200	93
201	84
202	144
203	75
204	86
205	80
206	83
207	74
208	79
209	91
210	71
211	75
212	155
213	74
214	79
215	80
216	71
217	73
218	82
219	76
220	88
221	100
222	91
223	59
224	81
225	75
226	135
227	60
228	73
229	68
230	83
231	83
232	53
233	83
234	83
235	69
236	92
237	74
238	62
239	92
240	72
241	81
242	82
243	84
244	84
245	81
246	74
247	73
248	92
249	86
250	88
251	82
252	83
253	76
254	97
255	75
